Degree,Estimated Price,Std. Deviation,CI Lower Bound,CI Upper Bound
2,7.082532469453557,0.0789025177232665,7.0808,7.0843
3,7.089222792136402,0.07653497264254527,7.0875,7.0909
4,7.083128033367175,0.07885134159639443,7.0814,7.0849
