Degree,Estimated Price,Std. Deviation,CI Lower Bound,CI Upper Bound
2,3.1102340232228376,0.03096256490080336,3.11,3.1105
3,3.2816881121522434,0.06751583994594965,3.2812,3.2822
4,3.3285584182363905,0.04030513215959185,3.3283,3.3288
5,3.245097414368351,0.04260363352967782,3.2448,3.2454
6,3.0734496729427128,0.020445036467914773,3.0733,3.0736
7,2.9931014412198875,0.01826308803496621,2.993,2.9932
