Degree,Estimated Price,Std. Deviation,CI Lower Bound,CI Upper Bound
2,6.569585715906003,1.9284367459944227,5.2027,7.9364
3,6.994726788911525,2.7345904281309172,5.0565,8.933
4,8.336164635876074,3.145247631122845,6.1068,10.5655
